emp_length_num,home_ownership,dti,purpose,term (in months),bad_loans
8,MORTGAGE,16.85,home_improvement,36,0
4,MORTGAGE,1,major_purchase,36,0
6,RENT,3.31,home_improvement,36,0
11,MORTGAGE,13.67,debt_consolidation,60,0
11,MORTGAGE,12.22,debt_consolidation,36,0
6,RENT,8.63,wedding,36,0
11,MORTGAGE,5.19,house,60,0
11,MORTGAGE,9.8,debt_consolidation,36,0
1,RENT,10.97,debt_consolidation,36,0
11,RENT,10.88,small_business,36,1
7,MORTGAGE,17.38,debt_consolidation,36,0
11,OWN,6.91,credit_card,36,0
11,MORTGAGE,23.93,credit_card,36,0
3,MORTGAGE,29.88,credit_card,60,1
8,RENT,26.82,credit_card,36,0
11,MORTGAGE,22.26,credit_card,36,0
4,RENT,16.8,credit_card,36,1
2,MORTGAGE,14.05,debt_consolidation,60,1
11,MORTGAGE,8.37,home_improvement,36,0
11,MORTGAGE,0.27,debt_consolidation,36,0
11,RENT,29.12,debt_consolidation,36,0
3,RENT,19.07,credit_card,36,0
11,MORTGAGE,26.9,home_improvement,36,0
0,MORTGAGE,11.51,credit_card,36,0
7,MORTGAGE,16.76,debt_consolidation,36,0
8,MORTGAGE,14.15,debt_consolidation,36,0
8,MORTGAGE,17.59,debt_consolidation,36,0
5,RENT,8.57,moving,36,0
7,RENT,3.9,debt_consolidation,36,0
11,MORTGAGE,11.99,credit_card,36,0
1,MORTGAGE,1.73,other,36,0
4,RENT,25.73,other,36,0
11,RENT,26.26,debt_consolidation,36,0
9,RENT,29.35,debt_consolidation,36,0
11,MORTGAGE,22.49,credit_card,36,0
4,OWN,33.26,credit_card,36,0
8,OWN,9.54,debt_consolidation,36,0
6,MORTGAGE,29.88,credit_card,36,0
3,MORTGAGE,16.66,debt_consolidation,36,0
5,MORTGAGE,14.6,debt_consolidation,36,0
3,MORTGAGE,13.57,debt_consolidation,36,0
6,RENT,25.47,debt_consolidation,36,0
6,RENT,13.06,credit_card,36,0
11,OWN,12.01,debt_consolidation,36,0
7,OWN,23.18,debt_consolidation,36,0
1,RENT,11.31,debt_consolidation,60,1
11,MORTGAGE,16.75,debt_consolidation,60,0
11,MORTGAGE,24.93,credit_card,36,0
9,RENT,11.12,debt_consolidation,36,1
8,MORTGAGE,18.45,home_improvement,60,1
11,MORTGAGE,17.75,home_improvement,36,0
3,RENT,21.76,debt_consolidation,36,0
11,MORTGAGE,21.98,debt_consolidation,60,0
11,MORTGAGE,16.97,debt_consolidation,60,1
2,RENT,20.69,other,36,0
1,RENT,13.86,debt_consolidation,36,1
4,RENT,19.22,debt_consolidation,60,1
0,RENT,13.89,credit_card,36,1
4,MORTGAGE,23.62,home_improvement,60,0
7,MORTGAGE,7.38,debt_consolidation,36,0
7,RENT,12.31,debt_consolidation,36,0
11,MORTGAGE,5.45,debt_consolidation,60,0
7,MORTGAGE,4.05,debt_consolidation,36,0
1,MORTGAGE,28.61,debt_consolidation,60,1
8,MORTGAGE,19.15,credit_card,60,0
11,RENT,13.43,debt_consolidation,36,0
11,MORTGAGE,6.27,debt_consolidation,36,1
11,MORTGAGE,9.9,debt_consolidation,36,0
11,MORTGAGE,19.41,debt_consolidation,36,0
3,MORTGAGE,18.78,debt_consolidation,60,0
2,MORTGAGE,14.27,debt_consolidation,60,0
11,MORTGAGE,23.72,debt_consolidation,60,0
8,MORTGAGE,19.92,debt_consolidation,36,0
5,RENT,25.44,debt_consolidation,60,1
11,OWN,19.93,debt_consolidation,60,0
9,MORTGAGE,2.06,wedding,36,0
6,RENT,22.58,debt_consolidation,36,1
5,MORTGAGE,15.16,other,36,1
11,MORTGAGE,8.48,debt_consolidation,60,0
11,MORTGAGE,23.92,debt_consolidation,60,0
10,MORTGAGE,8.64,major_purchase,36,0
6,RENT,21.12,moving,36,0
11,MORTGAGE,7.44,major_purchase,60,1
5,OWN,20.83,major_purchase,36,0
0,MORTGAGE,11.49,debt_consolidation,36,0
2,RENT,19.29,moving,36,1
1,RENT,22.52,credit_card,36,0
11,MORTGAGE,5.72,credit_card,36,0
11,MORTGAGE,12.51,home_improvement,60,0
9,MORTGAGE,22.71,medical,36,0
2,RENT,25.26,debt_consolidation,36,0
9,RENT,21.48,debt_consolidation,36,0
6,RENT,11.82,major_purchase,36,1
11,RENT,12.9,debt_consolidation,36,0
2,RENT,22.38,other,36,0
11,MORTGAGE,11.35,debt_consolidation,60,0
4,RENT,13.2,other,36,1
8,MORTGAGE,12.53,credit_card,36,0
4,MORTGAGE,18.24,credit_card,36,0
8,OWN,1.71,debt_consolidation,36,0
11,RENT,16.19,debt_consolidation,36,0
11,RENT,11.74,debt_consolidation,36,0
5,RENT,17.9,debt_consolidation,36,1
11,RENT,5.06,credit_card,36,0
7,MORTGAGE,12,small_business,36,0
5,OWN,8.47,other,36,1
9,MORTGAGE,18.2,debt_consolidation,36,0
3,RENT,8.17,medical,36,0
5,RENT,23.1,credit_card,36,0
1,RENT,5.85,debt_consolidation,36,0
0,MORTGAGE,16.25,debt_consolidation,60,0
11,RENT,4.18,debt_consolidation,36,0
6,MORTGAGE,8.27,debt_consolidation,36,1
7,RENT,6.95,debt_consolidation,36,0
8,MORTGAGE,16.21,debt_consolidation,60,1
9,RENT,16.78,debt_consolidation,36,1
5,RENT,22.8,credit_card,36,0
10,RENT,15.34,debt_consolidation,36,1
11,RENT,28.43,debt_consolidation,36,1
11,RENT,18.03,credit_card,36,0
11,MORTGAGE,19.01,debt_consolidation,36,0
6,RENT,11.78,debt_consolidation,36,0
9,MORTGAGE,7.23,car,60,0
8,RENT,23.77,debt_consolidation,36,0
0,MORTGAGE,2.81,credit_card,36,0
11,MORTGAGE,25.48,credit_card,60,0
6,MORTGAGE,16.96,credit_card,60,1
11,RENT,8.16,debt_consolidation,36,0
11,RENT,1.67,car,36,0
4,RENT,11.16,small_business,36,1
11,MORTGAGE,22.52,credit_card,60,1
2,MORTGAGE,16.17,debt_consolidation,36,0
4,RENT,16.63,debt_consolidation,36,0
5,MORTGAGE,13.66,debt_consolidation,36,0
11,RENT,14.67,credit_card,60,0
8,MORTGAGE,11.03,credit_card,60,0
10,MORTGAGE,20.29,debt_consolidation,60,0
10,MORTGAGE,12.89,debt_consolidation,36,0
11,MORTGAGE,25.7,debt_consolidation,36,0
9,RENT,12.48,debt_consolidation,36,0
3,MORTGAGE,9.57,debt_consolidation,36,0
1,RENT,19.2,debt_consolidation,36,0
6,RENT,22.53,debt_consolidation,36,0
10,MORTGAGE,13.91,debt_consolidation,36,0
11,MORTGAGE,7.87,debt_consolidation,36,1
4,MORTGAGE,19.42,debt_consolidation,36,0
8,RENT,27.54,debt_consolidation,60,0
2,RENT,3.57,major_purchase,36,0
1,OWN,1.03,other,36,0
6,RENT,21.37,debt_consolidation,36,0
9,RENT,20.85,debt_consolidation,36,0
11,MORTGAGE,26.45,credit_card,36,0
11,RENT,16.81,other,36,0
9,RENT,20.85,debt_consolidation,36,0
10,RENT,1.12,debt_consolidation,36,0
11,MORTGAGE,4.58,debt_consolidation,60,1
1,RENT,14.34,debt_consolidation,36,0
11,OWN,13.28,home_improvement,60,0
4,MORTGAGE,9.29,home_improvement,36,0
8,OWN,26.7,credit_card,60,0
6,MORTGAGE,22.47,house,36,1
3,MORTGAGE,6.47,home_improvement,36,0
1,RENT,22.7,credit_card,36,0
5,RENT,6.03,debt_consolidation,36,1
6,MORTGAGE,2.06,other,36,0
8,RENT,19.76,debt_consolidation,36,1
11,MORTGAGE,13.49,debt_consolidation,36,0
8,MORTGAGE,2.53,debt_consolidation,36,0
1,MORTGAGE,14.2,debt_consolidation,36,0
11,MORTGAGE,18.77,home_improvement,36,0
2,RENT,27.1,debt_consolidation,36,0
4,RENT,18.99,debt_consolidation,36,0
0,MORTGAGE,13.69,debt_consolidation,36,0
11,MORTGAGE,24.34,credit_card,36,0
6,RENT,20.95,debt_consolidation,36,0
11,MORTGAGE,5.41,home_improvement,36,0
4,MORTGAGE,10.76,home_improvement,36,0
1,RENT,6,other,36,0
5,RENT,20,credit_card,36,0
10,RENT,6.52,debt_consolidation,60,0
7,MORTGAGE,20.84,debt_consolidation,60,1
11,MORTGAGE,9.77,debt_consolidation,36,0
1,OWN,4.8,debt_consolidation,36,1
3,RENT,2.85,debt_consolidation,36,0
4,MORTGAGE,7.24,major_purchase,36,0
7,RENT,27.86,debt_consolidation,36,0
0,MORTGAGE,18.26,debt_consolidation,36,0
3,MORTGAGE,21.86,debt_consolidation,60,0
11,MORTGAGE,0.53,home_improvement,60,1
1,OWN,1.84,other,36,1
0,MORTGAGE,13.01,debt_consolidation,36,0
8,MORTGAGE,9.81,debt_consolidation,36,0
3,RENT,20.56,credit_card,36,1
11,RENT,19.63,debt_consolidation,60,0
6,MORTGAGE,28.67,debt_consolidation,36,0
11,MORTGAGE,9.49,credit_card,36,0
2,MORTGAGE,27.3,debt_consolidation,60,0
11,MORTGAGE,8.76,home_improvement,36,0
11,RENT,6.95,debt_consolidation,36,0
6,MORTGAGE,21.94,debt_consolidation,60,1
7,OWN,0.7,moving,36,1
9,MORTGAGE,17.76,major_purchase,36,0
11,OWN,15.95,credit_card,36,0
11,MORTGAGE,9.64,debt_consolidation,36,0
9,MORTGAGE,24.78,debt_consolidation,36,0
11,OWN,19.57,home_improvement,36,0
6,MORTGAGE,12.56,debt_consolidation,36,1
8,RENT,34.32,credit_card,36,1
11,OWN,10.71,debt_consolidation,36,0
11,MORTGAGE,16.66,debt_consolidation,36,0
3,MORTGAGE,7.72,wedding,36,0
1,RENT,23.21,credit_card,36,1
9,MORTGAGE,6.51,house,36,0
11,MORTGAGE,12.35,small_business,36,0
5,RENT,16.53,debt_consolidation,36,0
11,MORTGAGE,23.32,debt_consolidation,36,0
1,RENT,3.83,vacation,36,0
11,MORTGAGE,14.88,debt_consolidation,60,0
8,RENT,15.08,debt_consolidation,36,0
8,MORTGAGE,6.84,home_improvement,36,0
1,RENT,7.5,debt_consolidation,36,0
11,MORTGAGE,16.2,debt_consolidation,36,0
11,MORTGAGE,6.34,house,36,1
3,RENT,20.1,debt_consolidation,36,0
10,RENT,19.75,debt_consolidation,36,0
11,RENT,29.81,debt_consolidation,36,0
9,MORTGAGE,19.41,credit_card,60,1
7,MORTGAGE,7.82,small_business,36,1
3,MORTGAGE,10.64,debt_consolidation,60,1
10,OWN,9.65,home_improvement,36,0
9,OWN,13.96,debt_consolidation,36,0
11,RENT,6.31,debt_consolidation,36,0
6,MORTGAGE,10.69,debt_consolidation,36,0
6,RENT,7.98,credit_card,60,1
10,MORTGAGE,16.25,credit_card,36,0
11,MORTGAGE,22.44,wedding,36,1
0,RENT,2.12,debt_consolidation,36,0
11,MORTGAGE,5.78,credit_card,36,0
5,RENT,14.5,debt_consolidation,36,0
5,RENT,9.39,debt_consolidation,60,1
10,RENT,10.43,major_purchase,36,0
11,MORTGAGE,3.95,debt_consolidation,36,0
11,MORTGAGE,21.42,car,60,0
6,MORTGAGE,12.99,debt_consolidation,60,0
6,RENT,18.69,credit_card,36,0
7,MORTGAGE,30.04,debt_consolidation,36,0
3,OWN,5.34,credit_card,36,0
4,MORTGAGE,27.6,debt_consolidation,36,0
2,MORTGAGE,17.7,credit_card,36,0
11,MORTGAGE,13.42,debt_consolidation,36,0
7,RENT,22.66,credit_card,36,1
3,MORTGAGE,8.38,debt_consolidation,36,0
11,RENT,20.75,debt_consolidation,36,0
11,MORTGAGE,16.95,debt_consolidation,36,0
4,MORTGAGE,17.41,credit_card,36,1
7,MORTGAGE,8.77,debt_consolidation,36,0
11,MORTGAGE,10.19,debt_consolidation,36,0
6,RENT,4.45,debt_consolidation,36,0
3,OWN,19.2,credit_card,36,0
6,MORTGAGE,31.79,debt_consolidation,36,0
4,RENT,33.14,debt_consolidation,36,0
11,RENT,30.47,debt_consolidation,60,0
11,RENT,28.46,debt_consolidation,36,0
11,RENT,21.45,debt_consolidation,60,0
11,RENT,33.6,debt_consolidation,36,0
3,MORTGAGE,16.84,debt_consolidation,60,0
7,RENT,23.91,credit_card,60,1
4,MORTGAGE,20.21,debt_consolidation,36,0
11,MORTGAGE,6.43,home_improvement,60,0
11,RENT,30.71,debt_consolidation,60,1
6,MORTGAGE,11.73,debt_consolidation,36,0
6,RENT,9.71,debt_consolidation,36,1
4,RENT,12.91,credit_card,36,0
5,MORTGAGE,16.74,credit_card,60,0
5,MORTGAGE,23.64,major_purchase,36,1
11,MORTGAGE,8.52,debt_consolidation,36,0
11,RENT,14.65,debt_consolidation,60,0
3,MORTGAGE,34.91,debt_consolidation,36,1
2,RENT,8.94,credit_card,36,0
2,RENT,22.86,debt_consolidation,36,1
4,RENT,21.39,debt_consolidation,60,0
6,RENT,19.28,debt_consolidation,36,0
11,RENT,20.28,credit_card,36,1
1,RENT,4.57,major_purchase,60,0
6,MORTGAGE,12.68,home_improvement,36,0
3,RENT,2.52,major_purchase,36,0
11,MORTGAGE,15.72,debt_consolidation,60,1
1,OWN,6.04,car,36,0
11,OWN,9.78,debt_consolidation,60,0
6,MORTGAGE,20.75,other,36,0
11,RENT,12.44,debt_consolidation,36,0
2,MORTGAGE,4.22,car,36,0
1,OWN,13.82,small_business,36,0
6,RENT,5.44,debt_consolidation,60,1
6,RENT,16.28,debt_consolidation,36,0
5,RENT,21.05,credit_card,36,0
3,MORTGAGE,5.41,debt_consolidation,60,0
11,MORTGAGE,28.19,debt_consolidation,60,0
9,OWN,15.37,debt_consolidation,36,0
3,RENT,16.11,debt_consolidation,36,0
11,MORTGAGE,21.31,debt_consolidation,36,0
3,RENT,13.67,debt_consolidation,36,0
0,MORTGAGE,32.57,debt_consolidation,36,1
6,MORTGAGE,18.06,credit_card,60,0
4,MORTGAGE,12.37,medical,36,0
5,RENT,12.59,debt_consolidation,36,0
6,RENT,25.71,debt_consolidation,60,0
7,MORTGAGE,1.43,home_improvement,36,0
0,OWN,10.72,debt_consolidation,36,0
11,MORTGAGE,16.38,debt_consolidation,36,0
5,RENT,14.57,credit_card,36,0
6,OWN,4.4,other,36,0
11,MORTGAGE,13.64,vacation,36,0
10,MORTGAGE,7.42,credit_card,36,1
5,MORTGAGE,12.07,debt_consolidation,60,1
5,OWN,19.6,other,36,1
11,MORTGAGE,16.58,debt_consolidation,36,0
4,MORTGAGE,11.92,debt_consolidation,36,0
1,MORTGAGE,18.62,debt_consolidation,60,0
11,RENT,4.84,major_purchase,60,1
8,RENT,21.71,debt_consolidation,60,1
9,MORTGAGE,22.71,debt_consolidation,36,0
8,MORTGAGE,31.94,home_improvement,36,0
0,RENT,6.8,debt_consolidation,36,0
3,MORTGAGE,12.96,debt_consolidation,36,1
6,RENT,8.64,credit_card,36,0
6,MORTGAGE,13.32,debt_consolidation,36,0
11,MORTGAGE,10.25,debt_consolidation,36,0
11,MORTGAGE,18.39,credit_card,36,0
11,MORTGAGE,16.75,debt_consolidation,36,1
9,RENT,21.99,home_improvement,36,0
11,RENT,20.51,credit_card,60,0
1,RENT,12.79,debt_consolidation,36,0
9,MORTGAGE,16.11,debt_consolidation,36,0
0,RENT,23.75,debt_consolidation,36,1
1,RENT,11.62,debt_consolidation,36,0
5,OWN,13.02,house,36,0
2,MORTGAGE,21.79,credit_card,60,0
1,MORTGAGE,21.34,debt_consolidation,36,0
5,RENT,9.43,debt_consolidation,36,0
11,MORTGAGE,18.18,debt_consolidation,36,0
11,MORTGAGE,22.47,credit_card,36,0
11,RENT,4.71,other,36,0
11,OWN,4.34,small_business,36,0
2,RENT,8.86,credit_card,36,0
6,OWN,19.67,debt_consolidation,60,0
11,MORTGAGE,5.76,major_purchase,36,0
1,RENT,18.79,debt_consolidation,36,0
11,RENT,10.11,debt_consolidation,36,0
1,MORTGAGE,19.43,debt_consolidation,60,1
11,MORTGAGE,28.19,debt_consolidation,36,0
0,MORTGAGE,12.09,debt_consolidation,60,0
11,MORTGAGE,10.7,credit_card,36,0
6,RENT,12.3,debt_consolidation,36,0
5,RENT,23.19,other,60,0
3,MORTGAGE,10.38,car,36,0
6,MORTGAGE,16.37,other,60,1
1,RENT,0,other,36,0
7,MORTGAGE,15.78,debt_consolidation,36,0
7,RENT,16.98,debt_consolidation,36,1
4,RENT,20.66,debt_consolidation,36,0
5,MORTGAGE,26.62,home_improvement,36,0
11,MORTGAGE,16.16,debt_consolidation,60,1
9,MORTGAGE,22.26,debt_consolidation,60,0
3,MORTGAGE,10.72,home_improvement,36,0
11,MORTGAGE,25.05,small_business,36,0
11,MORTGAGE,20.9,debt_consolidation,36,0
8,RENT,13.28,other,36,0
11,MORTGAGE,14.75,debt_consolidation,60,0
3,RENT,23.72,debt_consolidation,60,0
5,MORTGAGE,4.76,credit_card,36,0
4,MORTGAGE,3.13,medical,36,0
7,RENT,11.1,credit_card,60,0
2,RENT,12.33,debt_consolidation,36,0
4,MORTGAGE,11.76,debt_consolidation,36,1
4,MORTGAGE,23.84,major_purchase,36,1
3,RENT,27.17,debt_consolidation,36,0
11,MORTGAGE,10.25,debt_consolidation,60,0
6,MORTGAGE,11.58,debt_consolidation,36,1
11,MORTGAGE,4.53,debt_consolidation,36,1
1,RENT,20.51,debt_consolidation,36,1
1,MORTGAGE,22.98,debt_consolidation,60,0
11,MORTGAGE,2.44,home_improvement,36,0
11,MORTGAGE,6.14,small_business,36,0
7,MORTGAGE,14.97,debt_consolidation,36,0
5,MORTGAGE,13.43,credit_card,36,0
9,OWN,9.26,debt_consolidation,36,0
7,RENT,17.76,debt_consolidation,36,0
4,RENT,17.95,debt_consolidation,36,0
9,RENT,13.71,other,36,0
3,RENT,6.07,debt_consolidation,36,1
1,RENT,30.78,car,36,0
11,MORTGAGE,19.95,credit_card,36,0
11,OWN,5.23,debt_consolidation,36,0
3,RENT,24.38,medical,36,0
11,MORTGAGE,18.97,debt_consolidation,36,0
0,RENT,15.78,home_improvement,36,0
11,MORTGAGE,29.53,debt_consolidation,60,0
2,OWN,18.32,debt_consolidation,36,0
11,RENT,12.48,debt_consolidation,36,0
11,MORTGAGE,19.02,debt_consolidation,36,1
0,MORTGAGE,20.23,debt_consolidation,36,0
5,MORTGAGE,19.83,debt_consolidation,36,0
8,MORTGAGE,23.82,other,36,0
11,MORTGAGE,10.23,major_purchase,36,0
3,RENT,11.69,debt_consolidation,36,0
4,RENT,26.4,debt_consolidation,36,1
2,RENT,3.95,debt_consolidation,36,0
11,MORTGAGE,25.03,debt_consolidation,36,0
8,RENT,24.99,debt_consolidation,60,1
4,RENT,19.55,debt_consolidation,36,0
2,MORTGAGE,15.45,debt_consolidation,60,1
11,MORTGAGE,15.02,debt_consolidation,36,0
11,MORTGAGE,16.32,debt_consolidation,36,0
7,OWN,0.39,home_improvement,60,0
11,MORTGAGE,27.73,major_purchase,36,0
11,MORTGAGE,28.4,debt_consolidation,60,0
11,OWN,9.56,other,36,0
0,OWN,5.36,debt_consolidation,36,0
5,MORTGAGE,6.49,debt_consolidation,36,0
4,MORTGAGE,14.8,other,36,1
9,RENT,11.31,debt_consolidation,36,0
9,OWN,19.41,debt_consolidation,36,1
2,RENT,21.17,debt_consolidation,36,1
3,MORTGAGE,0.88,major_purchase,36,0
11,MORTGAGE,2.43,major_purchase,36,0
11,MORTGAGE,5.51,debt_consolidation,36,0
3,RENT,10.55,major_purchase,36,1
11,MORTGAGE,26.37,debt_consolidation,36,0
0,MORTGAGE,15.07,debt_consolidation,36,0
6,MORTGAGE,12.74,debt_consolidation,36,0
5,MORTGAGE,9.55,other,36,0
6,MORTGAGE,2.01,debt_consolidation,36,0
1,RENT,15.44,debt_consolidation,60,0
5,MORTGAGE,3.54,debt_consolidation,60,1
11,RENT,15.16,credit_card,36,0
5,RENT,6.08,credit_card,36,0
5,RENT,19.2,debt_consolidation,36,0
2,RENT,19.25,debt_consolidation,36,0
2,MORTGAGE,14.01,debt_consolidation,36,0
2,RENT,18.92,house,36,1
3,RENT,11.94,credit_card,36,0
1,RENT,21.07,debt_consolidation,36,1
4,MORTGAGE,4.96,debt_consolidation,36,0
11,MORTGAGE,13.64,credit_card,36,0
1,RENT,7.99,moving,60,0
4,RENT,10.35,debt_consolidation,36,0
5,OWN,14.56,credit_card,36,0
9,MORTGAGE,20.99,home_improvement,36,0
4,RENT,6.16,debt_consolidation,36,0
2,RENT,12.89,medical,60,1
11,RENT,16.87,debt_consolidation,60,1
11,MORTGAGE,14.5,debt_consolidation,36,0
1,MORTGAGE,7.14,debt_consolidation,36,1
8,MORTGAGE,12.84,credit_card,36,1
11,MORTGAGE,9.86,debt_consolidation,36,0
6,RENT,17.05,debt_consolidation,36,0
11,MORTGAGE,5.01,credit_card,36,0
7,OWN,8.33,debt_consolidation,36,1
6,MORTGAGE,11.11,debt_consolidation,36,1
11,MORTGAGE,7.18,credit_card,36,0
6,OWN,23.17,credit_card,36,0
11,MORTGAGE,17.93,debt_consolidation,36,0
11,MORTGAGE,18.29,debt_consolidation,60,0
11,MORTGAGE,13.98,credit_card,36,0
8,MORTGAGE,0.53,home_improvement,36,0
7,MORTGAGE,16.06,debt_consolidation,36,0
1,MORTGAGE,8.1,debt_consolidation,60,0
3,MORTGAGE,13.27,debt_consolidation,36,0
11,MORTGAGE,17.63,credit_card,36,0
11,RENT,18.77,debt_consolidation,36,0
4,MORTGAGE,20.69,debt_consolidation,36,0
11,RENT,8.94,credit_card,36,0
9,RENT,14.83,debt_consolidation,36,0
3,RENT,14.19,debt_consolidation,36,0
1,RENT,0.83,house,60,0
11,MORTGAGE,10.74,debt_consolidation,36,0
1,RENT,12.43,debt_consolidation,36,0
11,OWN,24.59,medical,36,0
6,RENT,16.94,other,36,1
3,OWN,19.76,debt_consolidation,36,0
8,RENT,17.45,debt_consolidation,36,0
11,OWN,1.51,car,36,0
1,RENT,4.27,other,36,0
11,MORTGAGE,31.6,debt_consolidation,36,0
11,OWN,30.27,debt_consolidation,36,0
5,RENT,17.11,credit_card,36,0
6,RENT,21.62,debt_consolidation,36,0
3,MORTGAGE,10.77,other,36,0
7,MORTGAGE,17,debt_consolidation,36,0
11,OWN,8.77,debt_consolidation,60,0
4,MORTGAGE,3.65,debt_consolidation,60,0
5,MORTGAGE,14.82,debt_consolidation,60,0
4,RENT,2.12,debt_consolidation,36,0
9,MORTGAGE,6.35,small_business,36,0
11,RENT,16.36,debt_consolidation,36,1
6,MORTGAGE,12.38,debt_consolidation,36,0
2,MORTGAGE,19.34,debt_consolidation,36,0
2,RENT,13.54,debt_consolidation,36,0
11,MORTGAGE,13.42,debt_consolidation,60,0
9,MORTGAGE,16.59,other,36,1
3,RENT,9.01,small_business,60,0
5,RENT,21.25,debt_consolidation,36,0
3,RENT,22.05,credit_card,36,1
11,OWN,24.62,debt_consolidation,36,1
9,MORTGAGE,13.47,debt_consolidation,36,0
6,MORTGAGE,26.62,credit_card,36,0
9,RENT,26.97,debt_consolidation,36,0
6,RENT,24.45,debt_consolidation,36,0
5,MORTGAGE,6.65,debt_consolidation,60,1
8,RENT,28.03,debt_consolidation,60,0
3,MORTGAGE,10.01,debt_consolidation,36,0
11,MORTGAGE,14.68,debt_consolidation,36,1
7,RENT,18.86,debt_consolidation,36,0
11,MORTGAGE,18.38,debt_consolidation,60,0
6,RENT,23.64,small_business,36,0
3,RENT,16.44,medical,36,0
2,RENT,9.64,debt_consolidation,60,1
10,RENT,12.33,debt_consolidation,36,0
1,RENT,3.82,major_purchase,36,0
11,RENT,22.19,debt_consolidation,36,0
3,MORTGAGE,33.23,home_improvement,36,0
5,MORTGAGE,9.01,other,36,0
0,OWN,11.33,credit_card,36,0
11,MORTGAGE,29.27,other,36,0
3,MORTGAGE,10.92,debt_consolidation,36,0
11,MORTGAGE,17.62,debt_consolidation,36,0
11,RENT,6.54,debt_consolidation,36,0
11,RENT,4.14,home_improvement,36,0
7,MORTGAGE,19.08,small_business,36,0
11,MORTGAGE,19.4,debt_consolidation,60,0
2,RENT,18.11,debt_consolidation,36,0
4,MORTGAGE,25.98,debt_consolidation,36,1
11,MORTGAGE,14.4,home_improvement,36,1
4,MORTGAGE,8.85,home_improvement,60,0
11,MORTGAGE,25.67,other,36,0
7,RENT,14.72,credit_card,36,1
4,RENT,12.11,debt_consolidation,36,0
11,MORTGAGE,25.2,debt_consolidation,60,0
9,MORTGAGE,26.98,debt_consolidation,36,0
1,RENT,18.4,other,36,0
11,MORTGAGE,15.35,small_business,60,1
11,MORTGAGE,6.89,debt_consolidation,36,0
8,MORTGAGE,20.35,debt_consolidation,60,0
10,MORTGAGE,17.83,credit_card,36,0
6,OWN,23.67,debt_consolidation,36,0
11,RENT,13.32,debt_consolidation,36,1
0,MORTGAGE,9.19,other,36,0
2,RENT,5.11,credit_card,36,0
6,MORTGAGE,17.98,other,36,0
11,RENT,15.9,debt_consolidation,36,0
11,MORTGAGE,12.87,credit_card,36,0
1,RENT,12.38,debt_consolidation,36,0
5,RENT,11.53,debt_consolidation,36,0
9,RENT,4.75,credit_card,36,0
6,MORTGAGE,13.86,debt_consolidation,36,0
7,MORTGAGE,20.87,debt_consolidation,60,0
11,OWN,29.41,debt_consolidation,60,0
7,MORTGAGE,31.85,debt_consolidation,36,0
7,RENT,13.47,debt_consolidation,36,0
11,MORTGAGE,23.68,home_improvement,60,1
6,RENT,3.31,debt_consolidation,36,1
11,MORTGAGE,8.15,credit_card,36,0
1,RENT,24.01,moving,36,0
3,MORTGAGE,16.37,debt_consolidation,60,1
8,MORTGAGE,11.78,credit_card,36,0
2,RENT,21.49,debt_consolidation,36,0
8,MORTGAGE,29.21,small_business,36,1
11,MORTGAGE,29.21,debt_consolidation,36,0
11,MORTGAGE,6.26,debt_consolidation,36,0
3,RENT,24.53,debt_consolidation,36,1
1,RENT,16.06,small_business,36,0
11,RENT,11.83,debt_consolidation,36,0
9,MORTGAGE,9.9,debt_consolidation,36,0
5,MORTGAGE,13.12,credit_card,36,1
1,MORTGAGE,13.51,debt_consolidation,36,0
3,MORTGAGE,21.68,home_improvement,36,1
11,MORTGAGE,7.23,small_business,36,0
8,MORTGAGE,5.28,debt_consolidation,36,1
11,MORTGAGE,24.17,other,36,0
4,RENT,2.85,vacation,36,0
10,MORTGAGE,29.69,debt_consolidation,36,0
5,RENT,19.78,credit_card,60,1
7,RENT,33.7,debt_consolidation,36,0
1,RENT,4.38,wedding,36,0
4,MORTGAGE,16.53,debt_consolidation,60,0
1,RENT,15.01,debt_consolidation,36,0
1,RENT,2.26,debt_consolidation,60,1
7,RENT,25.16,debt_consolidation,36,0
1,MORTGAGE,5.19,debt_consolidation,36,0
11,MORTGAGE,3.38,home_improvement,36,0
1,RENT,14.06,debt_consolidation,36,0
11,RENT,2.23,debt_consolidation,36,0
4,RENT,10.77,other,36,1
11,RENT,5.72,debt_consolidation,36,0
11,MORTGAGE,15.4,debt_consolidation,60,0
2,RENT,32.75,debt_consolidation,36,0
0,MORTGAGE,22.98,debt_consolidation,36,0
1,MORTGAGE,20.66,debt_consolidation,36,0
4,RENT,13.9,major_purchase,36,1
1,RENT,20.03,debt_consolidation,36,0
0,RENT,12.84,other,36,0
11,MORTGAGE,20.48,credit_card,60,0
10,MORTGAGE,19.89,credit_card,36,1
9,MORTGAGE,18.43,debt_consolidation,36,0
2,MORTGAGE,6.86,credit_card,36,0
11,RENT,18.15,debt_consolidation,36,0
5,RENT,11.16,debt_consolidation,36,0
3,MORTGAGE,24.59,debt_consolidation,36,1
11,MORTGAGE,19.85,debt_consolidation,60,1
4,MORTGAGE,5.22,wedding,36,0
3,MORTGAGE,5.19,home_improvement,36,0
11,OWN,5.06,debt_consolidation,60,0
7,MORTGAGE,3.68,debt_consolidation,60,0
1,MORTGAGE,20.85,major_purchase,36,0
2,MORTGAGE,12.93,debt_consolidation,36,0
4,MORTGAGE,17.35,debt_consolidation,36,0
6,RENT,19.3,debt_consolidation,36,0
